strategy,periods,cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,mean_daily_return,daily_volatility,accuracy,f1,transaction_cost,tickers,prediction_rows
model_long_cash,589,1.215446219242354,0.405411292190512,1.6922418546737426,-0.21308189041579428,0.5619694397283531,0.0014421066117755016,0.013528050195409756,0.5248170372168846,0.6577310315537013,0.001,100,57662
equal_weight_buy_hold,589,2.305860609111383,0.6679102264337404,2.070366900475633,-0.27974947051717025,0.5755517826825127,0.0021699488143935813,0.01663805073189473,0.5248170372168846,0.6577310315537013,0.001,100,57662
