run_id,ticker_limit,model,stage,runtime_seconds,timestamp,git_commit,hostname
2026-05-11_001405_limit_100_random_forest,100,random_forest,download,11,2026-05-11T00:14:16+00:00,9b47b38,ip-172-31-93-86
2026-05-11_001405_limit_100_random_forest,100,random_forest,feature_engineering,34,2026-05-11T00:14:50+00:00,9b47b38,ip-172-31-93-86
2026-05-11_001405_limit_100_random_forest,100,random_forest,train,53,2026-05-11T00:15:43+00:00,9b47b38,ip-172-31-93-86
2026-05-11_001405_limit_100_random_forest,100,random_forest,backtest,1,2026-05-11T00:15:44+00:00,9b47b38,ip-172-31-93-86
2026-05-11_001405_limit_100_random_forest,100,random_forest,benchmark,42,2026-05-11T00:16:26+00:00,9b47b38,ip-172-31-93-86
2026-05-11_001405_limit_100_random_forest,100,random_forest,total_pipeline,141,2026-05-11T00:16:26+00:00,9b47b38,ip-172-31-93-86
