strategy,periods,cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,mean_daily_return,daily_volatility,accuracy,f1,transaction_cost,tickers,prediction_rows
model_long_cash,589,1.5480043741993024,0.4920735276889965,1.7389941296338962,-0.2616647347534956,0.5823429541595926,0.0017102381943455466,0.015612007658272213,0.5280435385468664,0.6573722223620303,0.001,50,28848
equal_weight_buy_hold,589,3.2248564967105287,0.8524639702516215,2.204732792398791,-0.3017004482542984,0.597623089983022,0.0026278847049237184,0.01892128450399782,0.5280435385468664,0.6573722223620303,0.001,50,28848
