strategy,periods,cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,mean_daily_return,daily_volatility,accuracy,f1,transaction_cost,tickers,prediction_rows
model_long_cash,589,0.7907522574338741,0.2830975441989805,1.1649797999666436,-0.27097315105468833,0.5415959252971138,0.001100648726644597,0.014997905431278177,0.5198072805139187,0.6255739529706414,0.001,10,5604
equal_weight_buy_hold,589,2.8784799243851986,0.785892014383949,2.0431911341068676,-0.28846585871999453,0.5551782682512734,0.002489764284039422,0.01934414360588513,0.5198072805139187,0.6255739529706414,0.001,10,5604
