strategy,periods,cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,mean_daily_return,daily_volatility,accuracy,f1,transaction_cost,tickers,prediction_rows
model_long_cash,589,1.5260091866878636,0.48654920532555357,1.816555852167889,-0.22423448996615492,0.567062818336163,0.0016815610685696133,0.014694816225420562,0.5257556849694953,0.6464583817867019,0.001,50,28848
equal_weight_buy_hold,589,3.224856524997832,0.8524639755582,2.204732839864118,-0.3017004428942299,0.597623089983022,0.002627884709537731,0.01892128412986642,0.5257556849694953,0.6464583817867019,0.001,50,28848
