strategy,periods,cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,mean_daily_return,daily_volatility,accuracy,f1,transaction_cost,tickers,prediction_rows
model_long_cash,589,1.5452624777222317,0.4913863641514118,1.7374956008627616,-0.26166472497860815,0.5823429541595926,0.001708348601074916,0.015608208327451158,0.5280782029950083,0.6573715206120703,0.001,50,28848
equal_weight_buy_hold,589,3.2248564873234162,0.8524639684906388,2.2047327823737746,-0.3017004421212899,0.597623089983022,0.00262788470323917,0.018921284577904648,0.5280782029950083,0.6573715206120703,0.001,50,28848
