strategy,periods,cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,mean_daily_return,daily_volatility,accuracy,f1,transaction_cost,tickers,prediction_rows
model_long_cash,589,1.1858728006024286,0.39735387261748945,1.6436605816922414,-0.23830487424193358,0.568760611205433,0.0014222394227216498,0.013736017737090617,0.5248690645485762,0.6584979744468682,0.001,100,57662
equal_weight_buy_hold,589,2.3058606564418036,0.6679102366505134,2.0703669191412573,-0.279749459206608,0.5755517826825127,0.0021699488395206926,0.01663805077455428,0.5248690645485762,0.6584979744468682,0.001,100,57662
