strategy,periods,cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,mean_daily_return,daily_volatility,accuracy,f1,transaction_cost,tickers,prediction_rows
model_long_cash,589,0.7907523529505829,0.2830975734801726,1.1649798711919577,-0.2709731747459607,0.5415959252971138,0.001100648822129601,0.014997905815445262,0.5198072805139187,0.6255739529706414,0.001,10,5604
equal_weight_buy_hold,589,2.8784800048952452,0.7858920302448906,2.0431911706656822,-0.28846585505850253,0.5551782682512734,0.0024897643166268747,0.019344143512947578,0.5198072805139187,0.6255739529706414,0.001,10,5604
