strategy,periods,cumulative_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,mean_daily_return,daily_volatility,accuracy,f1,transaction_cost,tickers,prediction_rows
model_long_cash,589,0.7907520522636573,0.2830974813028766,1.1649794576980008,-0.27097311446736116,0.5415959252971138,0.001100648562931559,0.014997907606809094,0.5198072805139187,0.6255739529706414,0.001,10,5604
equal_weight_buy_hold,589,2.8784799370951677,0.7858920168878858,2.0431909613016526,-0.2884658713117225,0.5551782682512734,0.0024897643261842122,0.01934414556938085,0.5198072805139187,0.6255739529706414,0.001,10,5604
